,osm_id,infra_type,geometry,lanes,bridge,lit,length,road_type,length_rp10,val_rp10,length_rp20,val_rp20,length_rp50,val_rp50,length_rp100,val_rp100,length_rp200,val_rp200,length_rp500,val_rp500,NUTS-3,NUTS-2,NUTS-1,NUTS-0,dam_C1_rp10,dam_C1_rp20,dam_C1_rp50,dam_C1_rp100,dam_C1_rp200,dam_C1_rp500,dam_C2_rp10,dam_C2_rp20,dam_C2_rp50,dam_C2_rp100,dam_C2_rp200,dam_C2_rp500,dam_C3_rp10,dam_C3_rp20,dam_C3_rp50,dam_C3_rp100,dam_C3_rp200,dam_C3_rp500,dam_C4_rp10,dam_C4_rp20,dam_C4_rp50,dam_C4_rp100,dam_C4_rp200,dam_C4_rp500,dam_C5_rp10,dam_C5_rp20,dam_C5_rp50,dam_C5_rp100,dam_C5_rp200,dam_C5_rp500,dam_C6_rp10,dam_C6_rp20,dam_C6_rp50,dam_C6_rp100,dam_C6_rp200,dam_C6_rp500,dam_HZ_rp10,dam_HZ_rp20,dam_HZ_rp50,dam_HZ_rp100,dam_HZ_rp200,dam_HZ_rp500
105,228044361,unclassified,"LINESTRING (19.7211863 41.6915117, 19.7220184 41.6919045, 19.7226473 41.6923569, 19.7229952 41.6927345, 19.7237115 41.6937822, 19.7240511 41.6941131, 19.7243367 41.6942642, 19.7259043 41.6945343, 19.7262343 41.6947219, 19.7266027 41.6951173, 19.728619 41.6958063, 19.728957 41.6960564, 19.7292751 41.6967905, 19.7295393 41.6971424, 19.7298896 41.697435, 19.7305334 41.6978309, 19.7314564 41.6979436, 19.7318919 41.6983705, 19.7321279 41.6984564, 19.7331556 41.6984699, 19.7347562 41.6983275, 19.7366517 41.6979336, 19.738714 41.6976256, 19.7400953 41.697607, 19.7406293 41.6973588, 19.7408608 41.6973868, 19.7411179 41.6977373, 19.7415323 41.6978448, 19.7444556 41.6973611, 19.7452963 41.6973806, 19.745809 41.697295, 19.7460148 41.6973378, 19.746269 41.6975525, 19.7464647 41.6976084, 19.7485996 41.697757, 19.7491236 41.6979224, 19.7503865 41.6981015, 19.7516556 41.6979445, 19.7528707 41.6983409, 19.7537692 41.6985171, 19.755777 41.6984777, 19.7569549 41.6988094, 19.7573402 41.6990047)",2.0,,,3.4687431050160558,other,0.04965921592041926,140,0.04965921592041926,156,0.04965921592041926,175,0.04965921592041926,173,0.04965921592041926,198,0.04965921592041926,212,AL013,AL01,AL0,AL,"(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(180.01, 270.02, 360.03, 450.04, 540.04)","(189.95, 284.92, 379.89, 474.87, 569.84)","(201.74, 302.61, 403.48, 504.35, 605.22)","(200.5, 300.75, 401.0, 501.25, 601.5)","(216.02, 324.03, 432.04, 540.04, 648.05)","(220.05, 330.08, 440.1, 550.13, 660.16)","(1440.12, 2160.18, 2880.23, 3600.29, 4320.35)","(1519.57, 2279.36, 3039.14, 3798.93, 4558.72)","(1613.92, 2420.89, 3227.85, 4034.81, 4841.77)","(1603.99, 2405.99, 3207.99, 4009.98, 4811.98)","(1728.14, 2592.21, 3456.28, 4320.35, 5184.42)","(1751.11, 2626.66, 3502.22, 4377.77, 5253.32)",3903.21,4186.27,4469.33,4439.53,4811.98,4975.85
106,228044365,motorway,"LINESTRING (19.8575328 41.7816288, 19.8556153 41.7812113)",2.0,yes,,0.16627664223502034,motorway,0.16601660113321434,598,0.16601660113321434,822,0.16601660113321431,942,0.16601660113321431,959,0.16601660113321434,972,0.16601660113321434,1002,AL013,AL01,AL0,AL,"(57960.55, 188371.77, 318783.0, 449194.23, 579605.46)","(58105.81, 188843.88, 319581.96, 450320.03, 581058.1)","(58105.81, 188843.88, 319581.96, 450320.03, 581058.1)","(58105.81, 188843.88, 319581.96, 450320.03, 581058.1)","(58105.81, 188843.88, 319581.96, 450320.03, 581058.1)","(58105.81, 188843.88, 319581.96, 450320.03, 581058.1)","(63771.13, 207256.16, 350741.2, 494226.23, 637711.27)","(63916.39, 207728.27, 351540.15, 495352.03, 639163.91)","(63916.39, 207728.27, 351540.15, 495352.03, 639163.91)","(63916.39, 207728.27, 351540.15, 495352.03, 639163.91)","(63916.39, 207728.27, 351540.15, 495352.03, 639163.91)","(63916.39, 207728.27, 351540.15, 495352.03, 639163.91)","(11606.64, 37721.57, 63836.5, 89951.43, 116066.36)","(11621.16, 37768.78, 63916.39, 90064.01, 116211.62)","(11621.16, 37768.78, 63916.39, 90064.01, 116211.62)","(11621.16, 37768.78, 63916.39, 90064.01, 116211.62)","(11621.16, 37768.78, 63916.39, 90064.01, 116211.62)","(11621.16, 37768.78, 63916.39, 90064.01, 116211.62)","(101539.9, 330004.69, 558469.47, 786934.25, 1015399.04)","(101685.17, 330476.8, 559268.43, 788060.05, 1016851.68)","(101685.17, 330476.8, 559268.43, 788060.05, 1016851.68)","(101685.17, 330476.8, 559268.43, 788060.05, 1016851.68)","(101685.17, 330476.8, 559268.43, 788060.05, 1016851.68)","(101685.17, 330476.8, 559268.43, 788060.05, 1016851.68)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)",58105.81,58105.81,58105.81,58105.81,58105.81,58105.81
107,228044367,secondary,"LINESTRING (19.7770809 41.7600787, 19.7773558 41.7598883, 19.7788613 41.7598423, 19.7792892 41.7597229, 19.7795906 41.7592782, 19.7796879 41.7587788, 19.7806592 41.7580937, 19.7811993 41.7574262, 19.7813018 41.757096, 19.7812675 41.7564078, 19.7818023 41.7557676, 19.7818035 41.7546443, 19.7829822 41.7513053, 19.783378 41.749503, 19.7831437 41.7489244, 19.7830468 41.7482433, 19.7828852 41.7480805, 19.7818672 41.7480383, 19.7816733 41.74796, 19.7812694 41.7474717, 19.7805826 41.7473753, 19.7803806 41.7472426, 19.7802595 41.7467062, 19.7793304 41.7446989, 19.7791203 41.7428904, 19.7786759 41.7419681, 19.7787971 41.7414738, 19.7788133 41.7407685, 19.7789587 41.7402199, 19.7802999 41.7388936, 19.7811482 41.7382726, 19.781229 41.7379712, 19.7811643 41.7375613, 19.7806553 41.7365665, 19.780413 41.7362952, 19.7789102 41.7351075, 19.7777027 41.7332286, 19.7770858 41.7326681, 19.7767585 41.7321557, 19.7749561 41.7305984, 19.7747898 41.7296936, 19.7738207 41.7285078, 19.772805 41.7277279, 19.7725689 41.7274236, 19.772161 41.7267825, 19.7721749 41.7263523, 19.7729376 41.7253978, 19.7730034 41.7250854, 19.7728693 41.7247771, 19.7720754 41.7241125)",2.0,,,4.781847904994158,secondary,0.027845594067483086,13,0.027845594067483086,16,0.027845594067483086,21,0.027845594067483086,24,0.027845594067483086,28,0.027845594067483086,32,AL013,AL01,AL0,AL,"(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(54.3, 81.45, 108.6, 135.75, 162.9)","(66.83, 100.24, 133.66, 167.07, 200.49)","(87.71, 131.57, 175.43, 219.28, 263.14)","(100.24, 150.37, 200.49, 250.61, 300.73)","(116.95, 175.43, 233.9, 292.38, 350.85)","(133.66, 200.49, 267.32, 334.15, 400.98)","(434.39, 651.59, 868.78, 1085.98, 1303.17)","(534.64, 801.95, 1069.27, 1336.59, 1603.91)","(701.71, 1052.56, 1403.42, 1754.27, 2105.13)","(801.95, 1202.93, 1603.91, 2004.88, 2405.86)","(935.61, 1403.42, 1871.22, 2339.03, 2806.84)","(1069.27, 1603.91, 2138.54, 2673.18, 3207.81)",1566.31,1566.31,1566.31,1566.31,1566.31,1566.31
108,228044369,motorway,"LINESTRING (19.8556153 41.7812113, 19.8527032 41.7809654)",2.0,,,0.24371843594621243,motorway,0.14099774659067438,431,0.2436305816121025,547,0.2436305816121025,667,0.24363058161210252,684,0.2436305816121025,697,0.2436305816121025,727,AL013,AL01,AL0,AL,"(38924.19, 126503.62, 214083.05, 301662.48, 389241.9)","(79621.52, 258769.94, 437918.36, 617066.78, 796215.19)","(85270.7, 277129.79, 468988.87, 660847.95, 852707.04)","(85270.7, 277129.79, 468988.87, 660847.95, 852707.04)","(85270.7, 277129.79, 468988.87, 660847.95, 852707.04)","(85270.7, 277129.79, 468988.87, 660847.95, 852707.04)","(43859.11, 142542.11, 241225.11, 339908.11, 438591.12)","(88148.59, 286482.92, 484817.24, 683151.57, 881485.9)","(93797.77, 304842.77, 515887.76, 726932.75, 937977.74)","(93797.77, 304842.77, 515887.76, 726932.75, 937977.74)","(93797.77, 304842.77, 515887.76, 726932.75, 937977.74)","(93797.77, 304842.77, 515887.76, 726932.75, 937977.74)","(8827.34, 28688.86, 48550.37, 68411.89, 88273.4)","(16489.22, 53589.97, 90690.72, 127791.47, 164892.22)","(17054.14, 55425.96, 93797.77, 132169.59, 170541.41)","(17054.14, 55425.96, 93797.77, 132169.59, 170541.41)","(17054.14, 55425.96, 93797.77, 132169.59, 170541.41)","(17054.14, 55425.96, 93797.77, 132169.59, 170541.41)","(75936.1, 246792.32, 417648.54, 588504.77, 759360.99)","(143574.55, 466617.28, 789660.01, 1112702.74, 1435745.47)","(149223.73, 484977.13, 820730.52, 1156483.92, 1492237.31)","(149223.73, 484977.13, 820730.52, 1156483.92, 1492237.31)","(149223.73, 484977.13, 820730.52, 1156483.92, 1492237.31)","(149223.73, 484977.13, 820730.52, 1156483.92, 1492237.31)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)",45944.12,85270.7,85270.7,85270.7,85270.7,85270.7
109,228044371,tertiary,"LINESTRING (19.7730732 41.7029781, 19.7739903 41.7036432)",2.0,yes,,0.10622551889862814,tertiary,0.09898541061596232,270,0.09898541061596232,298,0.09898541061596232,321,0.09898541061596232,336,0.09898541061596232,353,0.09898541061596232,367,AL013,AL01,AL0,AL,"(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(744.87, 1117.3, 1489.73, 1862.16, 2234.6)","(765.65, 1148.48, 1531.3, 1914.13, 2296.96)","(782.73, 1174.09, 1565.45, 1956.82, 2348.18)","(793.86, 1190.79, 1587.73, 1984.66, 2381.59)","(806.48, 1209.73, 1612.97, 2016.21, 2419.45)","(816.88, 1225.32, 1633.75, 2042.19, 2450.63)","(5785.7, 8678.55, 11571.39, 14464.24, 17357.09)","(5882.7, 8824.05, 11765.41, 14706.76, 17648.11)","(5962.39, 8943.58, 11924.77, 14905.97, 17887.16)","(6014.35, 9021.53, 12028.71, 15035.88, 18043.06)","(6073.25, 9109.87, 12146.5, 15183.12, 18219.75)","(6121.75, 9182.63, 12243.51, 15304.38, 18365.26)",13078.45,13805.99,14221.73,14481.57,14776.05,15018.56
110,228044372,secondary,"LINESTRING (19.7852489 41.7756826, 19.7852933 41.7754717, 19.7855559 41.7752036, 19.7867072 41.7744655, 19.7871295 41.7740242, 19.78753 41.7728463, 19.7875373 41.7722245, 19.7874405 41.7718108, 19.7868568 41.7710765, 19.7865262 41.7703591, 19.7860635 41.7698521, 19.7848352 41.7692811, 19.7840297 41.7688039, 19.7832471 41.7685057, 19.782413 41.7676705, 19.7811847 41.7666607, 19.7811276 41.7665456, 19.7814418 41.7658852, 19.7816461 41.764797, 19.7816126 41.7645529, 19.7813884 41.7642488)",2.0,,,1.5742504097986207,secondary,0.17850178546127932,144,0.17850178546127932,159,0.17850178546127932,174,0.1785017854612793,181,0.1785017854612793,192,0.23863793477337175,154,AL013,AL01,AL0,AL,"(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(2623.98, 3935.96, 5247.95, 6559.94, 7871.93)","(2757.85, 4136.78, 5515.71, 6894.63, 8273.56)","(2891.73, 4337.59, 5783.46, 7229.32, 8675.19)","(2954.2, 4431.31, 5908.41, 7385.51, 8862.61)","(3052.38, 4578.57, 6104.76, 7630.95, 9157.14)","(3627.3, 5440.94, 7254.59, 9068.24, 10881.89)","(20991.81, 31487.71, 41983.62, 52479.52, 62975.43)","(22062.82, 33094.23, 44125.64, 55157.05, 66188.46)","(23133.83, 34700.75, 46267.66, 57834.58, 69401.49)","(23633.64, 35450.45, 47267.27, 59084.09, 70900.91)","(24419.04, 36628.57, 48838.09, 61047.61, 73257.13)","(29018.37, 43527.56, 58036.75, 72545.93, 87055.12)",21463.05,22812.53,24017.42,24579.7,25463.28,29960.99
111,228044378,trunk,"LINESTRING (19.7163158 41.6867623, 19.7196126 41.6894122, 19.7201098 41.6899846, 19.7213172 41.6916648, 19.7233471 41.6938852, 19.7238707 41.6943552, 19.7246223 41.6948709, 19.7301182 41.6981446, 19.7313625 41.6986566, 19.7322564 41.6988403, 19.7335591 41.6988761, 19.7346719 41.6987124, 19.7368857 41.6982272, 19.7384646 41.6981026, 19.7570137 41.6989815, 19.7614453 41.6995288, 19.7626978 41.6994241, 19.765241 41.6990544, 19.7662519 41.6990853, 19.7669872 41.6992499, 19.768061 41.6997596, 19.7725437 41.7032272)",2.0,,,5.483050248314236,trunk,1.6781748645638197,366,1.7716846186742485,367,1.7716846186742485,382,1.771684778455881,388,1.7716846186742488,401,1.8211598464587164,378,AL013,AL01,AL0,AL,"(296827.18, 445240.77, 593654.36, 742067.95, 890481.54)","(313920.37, 470880.55, 627840.74, 784800.92, 941761.11)","(322225.14, 483337.71, 644450.28, 805562.85, 966675.42)","(325547.08, 488320.62, 651094.16, 813867.7, 976641.23)","(332744.52, 499116.78, 665489.03, 831861.29, 998233.55)","(328947.0, 493420.5, 657893.99, 822367.49, 986840.99)","(338781.55, 508172.33, 677563.1, 846953.88, 1016344.65)","(358212.48, 537318.73, 716424.97, 895531.21, 1074637.45)","(366517.26, 549775.88, 733034.51, 916293.14, 1099551.77)","(369839.2, 554758.8, 739678.4, 924597.99, 1109517.59)","(377036.63, 565554.95, 754073.27, 942591.58, 1131109.9)","(374475.99, 561713.99, 748951.99, 936189.98, 1123427.98)","(71637.09, 107455.63, 143274.18, 179092.72, 214911.27)","(75684.15, 113526.23, 151368.3, 189210.38, 227052.46)","(76514.63, 114771.94, 153029.26, 191286.57, 229543.89)","(76846.83, 115270.24, 153693.65, 192117.07, 230540.48)","(77566.57, 116349.85, 155133.13, 193916.42, 232699.7)","(78423.7, 117635.54, 156847.39, 196059.24, 235271.09)","(611484.97, 917227.45, 1222969.93, 1528712.42, 1834454.9)","(646111.23, 969166.85, 1292222.47, 1615278.09, 1938333.7)","(654416.01, 981624.01, 1308832.01, 1636040.02, 1963248.02)","(657737.97, 986606.96, 1315475.95, 1644344.94, 1973213.92)","(664935.38, 997403.08, 1329870.77, 1662338.46, 1994806.15)","(670414.47, 1005621.7, 1340828.94, 1676036.17, 2011243.41)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)",435989.83,460815.17,468787.75,471976.82,478886.35,479693.5
112,228045390,motorway,"LINESTRING (19.6730862 41.6632175, 19.672633 41.6586006)",1.0,,yes,0.51417129904998,motorway,0.14849690864770582,32,0.14849690864770582,45,0.14849690864770582,54,0.14849690864770582,54,0.14849690864770582,64,0.14849690864770582,68,AL013,AL01,AL0,AL,"(1247.37, 4053.97, 6860.56, 9667.15, 12473.74)","(1754.12, 5700.89, 9647.66, 13594.43, 17541.2)","(2260.87, 7347.81, 12434.76, 17521.71, 22608.65)","(2260.87, 7347.81, 12434.76, 17521.71, 22608.65)","(3040.47, 9881.54, 16722.61, 23563.68, 30404.74)","(3352.32, 10895.03, 18437.75, 25980.46, 33523.18)","(2494.75, 8107.93, 13721.11, 19334.3, 24947.48)","(3508.24, 11401.78, 19295.32, 27188.86, 35082.39)","(4521.73, 14695.63, 24869.52, 35043.41, 45217.31)","(4521.73, 14695.63, 24869.52, 35043.41, 45217.31)","(6080.95, 19763.08, 33445.22, 47127.35, 60809.48)","(6704.64, 21790.07, 36875.49, 51960.92, 67046.35)","(249.47, 810.79, 1372.11, 1933.43, 2494.75)","(350.82, 1140.18, 1929.53, 2718.89, 3508.24)","(420.99, 1368.21, 2315.44, 3262.66, 4209.89)","(420.99, 1368.21, 2315.44, 3262.66, 4209.89)","(498.95, 1621.59, 2744.22, 3866.86, 4989.5)","(530.13, 1722.94, 2915.74, 4108.54, 5301.34)","(1871.06, 6080.95, 10290.84, 14500.72, 18710.61)","(2631.18, 8551.33, 14471.49, 20391.64, 26311.8)","(3313.34, 10768.35, 18223.36, 25678.36, 33133.37)","(3313.34, 10768.35, 18223.36, 25678.36, 33133.37)","(4287.85, 13935.51, 23583.17, 33230.82, 42878.48)","(4677.65, 15202.37, 25727.09, 36251.81, 46776.53)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)",6496.74,6496.74,6850.16,6850.16,7733.72,8087.14
113,228045396,motorway,"LINESTRING (19.6726171 41.6584421, 19.672065 41.6526062)",2.0,,,0.6498106369302854,motorway,0.30096496019199015,101,0.5016042722582146,113,0.5016018305908416,98,0.5016078141531046,98,0.5016019396182542,101,0.5016078758633502,104,AL013,AL01,AL0,AL,"(16274.68, 52892.71, 89510.74, 126128.77, 162746.8)","(36604.57, 118964.86, 201325.14, 283685.43, 366045.72)","(25631.85, 83303.52, 140975.19, 198646.86, 256318.54)","(25632.16, 83304.52, 140976.88, 198649.23, 256321.59)","(27124.12, 88153.41, 149182.69, 210211.97, 271241.25)","(29494.54, 95857.27, 162219.99, 228582.71, 294945.43)","(32022.67, 104073.68, 176124.69, 248175.71, 320226.72)","(61797.65, 200842.35, 339887.05, 478931.76, 617976.46)","(51263.71, 166607.05, 281950.39, 397293.73, 512637.07)","(51264.32, 166609.04, 281953.75, 397298.47, 512643.19)","(53370.45, 173453.95, 293537.46, 413620.96, 533704.46)","(55477.83, 180302.95, 305128.07, 429953.19, 554778.31)","(2327.96, 7565.88, 12803.8, 18041.72, 23279.64)","(8304.06, 26988.19, 45672.32, 64356.46, 83040.59)","(3440.99, 11183.21, 18925.44, 26667.66, 34409.89)","(3441.03, 11183.35, 18925.66, 26667.98, 34410.3)","(3879.89, 12609.65, 21339.4, 30069.16, 38798.91)","(4985.98, 16204.44, 27422.9, 38641.36, 49859.82)","(22752.95, 73947.09, 125141.23, 176335.37, 227529.51)","(71629.09, 232794.54, 393960.0, 555125.45, 716290.9)","(34234.32, 111261.56, 188288.79, 265316.02, 342343.25)","(34234.73, 111262.88, 188291.03, 265319.18, 342347.33)","(37921.11, 123243.6, 208566.09, 293888.58, 379211.07)","(46348.57, 150632.85, 254917.12, 359201.4, 463485.68)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)",44515.73,79669.81,72541.66,72542.52,74191.94,75562.21
114,228047258,secondary,"LINESTRING (19.6677288 41.6418146, 19.6702706 41.6416056)",2.0,,,0.21314446888756194,secondary,0.21303569462939606,0,0.21303569462939606,0,0.21303569462939606,0,0.11318906820055477,49,0.11318906820055477,81,0.11318906820055477,119,AL013,AL01,AL0,AL,"(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(831.94, 1247.91, 1663.88, 2079.85, 2495.82)","(1199.8, 1799.71, 2399.61, 2999.51, 3599.41)","(1522.39, 2283.59, 3044.79, 3805.98, 4567.18)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(6655.52, 9983.28, 13311.03, 16638.79, 19966.55)","(9598.43, 14397.65, 19196.87, 23996.08, 28795.3)","(12179.14, 18268.72, 24358.29, 30447.86, 36537.43)",11983.26,11983.26,11983.26,6366.89,9051.16,11954.46
115,228047259,residential,"LINESTRING (19.6820083 41.6678228, 19.6859978 41.6681056)",1.0,,,0.3337308872076067,other,0.3337272265954927,0,0.3337272265954927,0,0.3337272265954927,0,0.3337272265954927,0,0.3337272265954927,0,0.06966183890494153,20,AL013,AL01,AL0,AL,"(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0, 0, 0, 0, 0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(41.8, 62.7, 83.59, 104.49, 125.39)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0)","(334.38, 501.57, 668.75, 835.94, 1003.13)",6257.39,6257.39,6257.39,6257.39,6257.39,1306.16
